Tiempo,GiroX,GiroY,GiroZ,KalmanGiroX,GiroXAngle,GiroYAngle,Roll,Pitch,KalmanRoll
214.54,-47.84,-0.24,-0.25,-44.37,164.21,99.31,86.78,19.46,86.8
214.61,-47.76,-0.44,-0.24,-44.29,160.7,99.27,82.34,6.76,83.41
214.69,-43.88,-0.65,-0.33,-40.51,157.53,99.23,76.87,5.42,80.06
214.76,-45.75,-0.05,-0.41,-42.67,154.22,99.22,74.64,7.03,76.71
214.83,-46.8,0.24,-0.39,-43.91,150.84,99.24,71.75,4.5,73.33
214.9,-47.74,0.1,0.02,-44.99,147.43,99.25,67.74,4.57,69.85
214.97,-48.46,-0.06,0.15,-45.9,144.03,99.25,64.36,3.5,66.36
215.04,-46.64,-0.83,-0.54,-44.26,140.71,99.19,61.47,3.15,63.01
215.12,-49.76,-1.03,-0.45,-47.52,137.11,99.11,57.14,1.5,59.3
215.19,-49.02,-0.68,-0.35,-46.97,133.56,99.06,53.87,2.52,55.67
215.26,-45.51,-0.98,-0.5,-43.63,130.27,98.99,50.41,1.89,52.27
215.33,-44.35,-0.89,-0.73,-42.64,127.07,98.93,46.29,1.56,48.86
215.4,-45.44,0.41,-0.63,-43.96,123.78,98.96,42.08,1.41,45.27
215.48,-43.79,-1.16,-0.83,-42.59,120.66,98.87,38.42,2.04,41.8
215.55,-46.21,-0.85,-0.7,-45.32,117.32,98.81,35.82,1.52,38.21
215.62,-48.64,-0.54,-0.4,-47.97,113.8,98.77,31.96,1.56,34.43
215.69,-47.93,-1.02,-0.7,-47.48,110.34,98.7,27.44,1.24,30.59
215.77,-49.34,-0.69,-0.4,-49.17,106.77,98.65,25.66,1.66,26.88
215.84,-51.93,-0.75,0.0,-51.87,103.01,98.59,22.08,1.33,23.01
215.91,-51.9,-0.45,-0.61,-51.93,99.32,98.56,16.31,1.81,18.97
215.98,-47.1,-0.36,-1.37,-47.37,95.96,98.54,12.34,1.14,15.22
216.05,-145.47,-0.65,1.91,-145.99,85.6,98.49,4.45,1.9,4.78
216.12,-165.64,-1.89,-1.66,-166.2,73.98,98.36,-5.01,1.94,-6.67
216.2,-170.35,-1.76,-1.54,-170.76,61.49,98.23,-19.57,1.92,-19.23
216.27,-180.15,-2.52,-0.74,-180.59,47.88,98.04,-35.15,2.34,-33.13
216.35,-174.18,-0.44,-2.5,-174.8,34.74,98.01,-47.17,2.17,-46.42
216.42,-189.3,-4.28,-0.02,-189.99,20.44,97.68,-59.91,3.54,-60.67
216.5,-169.51,-2.05,-0.95,-170.13,7.65,97.53,-73.4,8.39,-73.5
216.57,-168.66,-2.72,-0.82,-169.27,-4.91,97.33,-89.8,44.84,-86.53
216.65,-172.92,-2.85,-1.08,-173.83,-18.15,97.11,-101.25,7.56,-100.0
216.73,-171.05,-2.41,-1.19,-172.07,-31.62,96.92,-115.57,5.39,-113.79
216.81,-176.43,-1.47,-0.88,-177.62,-45.51,96.8,-128.56,3.73,-127.87
216.88,-177.56,-1.82,0.37,-178.81,-59.49,96.66,-143.6,3.33,-142.14
216.96,-177.51,-2.5,-0.79,-178.9,-73.28,96.46,-160.1,2.34,-156.52
217.04,-180.5,-1.4,0.28,-182.22,-87.5,96.35,-169.08,1.51,-170.66
217.12,-174.31,-1.74,-1.47,-175.89,-101.05,96.22,-177.58,1.89,-183.52
217.2,-184.52,-2.24,-1.47,-185.54,-115.78,96.04,165.59,1.28,162.13
217.28,-187.54,0.18,-3.51,-188.23,-130.36,96.05,162.88,1.84,149.34
217.35,-171.53,-1.69,-1.5,-170.95,-143.52,95.92,142.17,2.6,136.94
217.43,-189.73,-0.82,-1.85,-188.66,-158.27,95.86,133.14,2.63,123.57
217.51,-172.66,-2.24,-0.75,-170.69,-171.69,95.69,115.15,3.3,110.89
217.59,-169.45,-2.06,-1.03,-167.07,175.14,95.53,96.7,9.45,97.76
217.66,-172.4,-2.09,-0.92,-170.13,162.29,95.37,84.4,13.13,85.0
217.74,-169.91,-1.02,-1.15,-167.69,149.45,95.29,71.55,3.81,72.23
217.81,-174.48,-1.08,-1.17,-172.32,136.45,95.21,57.54,2.12,59.17
217.89,-173.8,-2.1,-1.56,-171.8,123.5,95.06,43.27,2.11,46.0
217.96,-183.15,-1.87,-1.15,-181.4,109.85,94.92,32.48,1.64,32.49
218.04,-188.79,-1.68,-1.04,-187.03,95.79,94.79,19.19,2.55,18.63
218.11,-175.2,-1.9,-1.52,-173.39,82.93,94.65,3.86,1.62,5.66
218.18,-184.22,-1.88,-1.43,-182.58,69.81,94.52,-11.23,2.1,-7.8
218.25,-164.45,-1.98,-1.41,-163.13,57.57,94.37,-25.68,1.89,-20.61
218.33,-169.1,-2.03,-1.35,-168.24,44.8,94.22,-40.36,1.4,-34.13
218.41,-178.89,-2.31,-1.33,-178.6,31.29,94.04,-52.54,2.44,-48.2
218.48,-173.74,-2.92,-0.95,-173.85,18.17,93.82,-70.22,4.36,-62.36
218.56,-178.61,-1.98,-1.29,-179.44,4.68,93.67,-82.7,14.29,-76.71
218.63,-173.96,-2.33,-1.18,-175.34,-8.46,93.5,-93.94,15.05,-90.42
218.71,-185.79,-2.77,-0.66,-187.49,-22.69,93.29,-112.16,8.7,-105.64
218.79,-188.44,-1.6,-0.95,-190.75,-37.53,93.16,-120.19,2.86,-120.61
218.87,-164.38,-1.83,-0.83,-166.65,-50.47,93.02,-135.96,2.7,-134.0
218.94,-191.56,-2.11,-1.74,-194.02,-65.56,92.85,-141.55,1.71,-148.35
219.02,-168.82,-1.77,-0.57,-170.63,-78.85,92.71,-159.92,2.03,-161.57
219.1,-172.02,-1.82,-0.4,-173.68,-92.4,92.57,-178.49,1.92,-175.63
219.18,-172.66,-1.97,-0.05,-174.59,-106.0,92.41,172.82,2.15,170.88
219.26,-170.23,-1.67,-0.79,-171.98,-119.23,92.28,157.61,1.34,157.52
219.34,-176.09,-2.43,0.14,-177.83,-132.92,92.09,141.73,1.65,143.46
219.41,-178.67,-2.42,-0.32,-180.57,-146.62,91.91,131.35,2.39,129.82
219.49,-175.44,-1.66,-0.92,-177.2,-160.26,91.78,115.96,2.16,116.03
219.57,-176.68,-1.52,-1.42,-178.44,-174.0,91.66,103.86,4.37,102.37
219.65,-172.0,-2.47,-0.92,-173.62,172.63,91.47,89.26,39.11,88.92
219.72,-184.11,-1.54,-1.11,-185.71,158.71,91.35,79.19,7.07,75.39
219.8,-185.27,-0.7,-1.08,-186.51,144.9,91.3,63.62,3.91,61.74
219.87,-184.02,-1.01,-1.76,-185.08,131.2,91.22,46.11,1.77,47.74
219.95,-184.59,-2.08,-1.66,-185.8,117.45,91.07,35.73,1.22,34.12
220.02,-166.44,-1.76,-1.43,-167.51,105.05,90.94,20.86,1.8,21.55
220.1,-174.5,-2.03,-1.6,-175.63,92.05,90.79,6.99,2.16,8.29
220.17,-181.0,-1.91,-1.58,-182.25,79.15,90.65,-5.91,1.06,-4.84
220.24,-178.95,-1.76,-1.48,-180.3,66.03,90.52,-22.05,1.56,-18.52
220.32,-183.56,-2.07,-1.65,-185.23,52.17,90.36,-37.74,2.4,-33.12
220.39,-175.95,-2.7,-0.63,-178.04,38.88,90.16,-50.44,4.08,-47.02
220.47,-187.85,-3.89,-0.15,-190.25,24.7,89.87,-61.22,4.7,-61.36
220.54,-178.17,-2.18,-0.96,-180.56,11.25,89.7,-73.8,5.89,-74.86
220.62,-183.44,-1.9,-1.61,-185.74,-2.61,89.56,-85.79,14.27,-88.52
220.69,-172.42,-1.73,-0.93,-174.46,-15.81,89.43,-103.18,8.29,-102.04
220.77,-169.76,-2.05,-0.93,-171.91,-29.18,89.27,-117.61,4.44,-115.82
220.85,-173.75,-2.33,-1.15,-176.06,-42.87,89.08,-129.4,3.71,-129.65
220.93,-176.18,-1.7,-0.95,-178.47,-56.74,88.95,-141.51,2.93,-143.44
221.01,-175.51,-1.27,0.05,-177.62,-70.56,88.85,-156.5,2.14,-157.32
221.09,-178.74,-2.07,-1.69,-180.77,-84.45,88.69,-167.02,1.58,-170.84
221.17,-177.77,-2.11,-2.06,-179.45,-98.45,88.52,179.23,2.21,175.53
221.24,-183.34,-1.73,-2.05,-184.67,-112.51,88.39,166.26,2.14,161.95
221.32,-186.79,-0.26,-4.08,-187.71,-127.03,88.37,148.81,1.43,147.53
221.4,-174.64,-1.19,-1.89,-175.44,-140.61,88.28,139.29,1.86,134.54
221.48,-189.31,0.73,-2.89,-189.67,-155.32,88.33,122.67,4.64,120.14
221.55,-179.55,-0.69,-1.29,-179.66,-169.09,88.28,113.23,2.86,107.19
221.63,-183.89,-2.16,-1.2,-183.43,176.61,88.11,100.23,5.93,93.8
221.71,-178.05,-2.54,-0.89,-176.99,163.15,87.92,85.18,12.11,80.98
221.78,-168.25,-0.44,-1.02,-166.8,150.43,87.89,69.89,3.59,68.55
221.86,-174.52,-2.47,-1.5,-172.94,137.43,87.7,54.92,1.82,55.58
221.93,-181.31,-1.58,-1.17,-179.79,123.92,87.58,41.16,1.26,42.06
222.01,-177.65,-1.1,-1.02,-176.22,110.69,87.5,26.2,2.2,28.61
222.08,-179.26,-1.77,-1.26,-178.05,97.33,87.37,13.31,2.0,15.11
222.15,-178.0,-1.67,-0.33,-176.96,84.27,87.25,-0.06,2.19,1.86
222.23,-189.05,-1.89,-1.35,-188.18,70.6,87.11,-16.53,1.7,-12.3
222.3,-180.28,-1.82,-1.47,-179.81,56.99,86.97,-29.44,3.18,-26.29
222.38,-186.27,-1.92,-1.31,-186.09,42.92,86.83,-38.63,2.33,-40.14
222.45,-171.64,-1.5,-1.47,-171.32,29.96,86.72,-59.72,4.52,-53.86
222.53,-168.22,-1.85,-0.89,-168.43,17.26,86.58,-70.02,6.62,-66.98
222.6,-172.92,-2.22,-1.24,-173.41,4.2,86.41,-84.56,22.73,-80.6
222.68,-173.18,-1.03,-1.02,-174.03,-8.88,86.33,-97.48,12.9,-94.18
222.76,-180.95,-2.68,-1.23,-182.12,-22.74,86.13,-110.24,5.75,-108.38
222.83,-185.53,-2.4,-0.38,-186.87,-37.35,85.94,-126.36,4.15,-123.48
222.91,-174.76,-2.88,-1.2,-176.37,-51.11,85.71,-140.1,2.2,-137.69
222.99,-186.98,-1.43,0.34,-188.81,-65.84,85.6,-154.66,2.3,-152.81
223.07,-187.37,-1.94,-0.64,-189.37,-80.4,85.45,-165.27,0.93,-167.26
223.15,-184.02,-1.58,-2.79,-185.83,-94.9,85.32,-175.27,1.8,-181.11
223.23,-195.58,-1.74,-1.57,-196.85,-110.3,85.19,169.58,1.73,164.13
223.31,-165.11,-1.76,-0.82,-165.86,-123.14,85.05,156.62,1.45,151.88
223.38,-170.74,-0.85,-2.44,-171.05,-136.41,84.98,145.24,1.37,139.38
223.46,-173.5,-1.41,-1.21,-173.26,-149.9,84.87,130.49,2.11,126.46
223.54,-169.78,-1.47,-1.27,-169.15,-163.1,84.76,118.89,2.51,113.98
223.62,-171.85,-1.81,-0.98,-170.76,-176.45,84.62,104.57,4.2,101.17
223.69,-182.47,-1.21,-0.85,-181.07,169.36,84.52,93.83,8.14,87.9
223.77,-181.67,-1.13,-1.45,-179.71,155.82,84.44,74.06,5.75,74.46
223.84,-187.84,1.22,-0.09,-185.91,141.83,84.53,57.45,1.72,60.23
223.92,-174.23,-1.07,-1.0,-172.56,129.03,84.45,50.44,2.83,47.89
223.99,-191.99,-0.47,-0.01,-190.09,114.73,84.42,33.68,2.08,33.73
224.07,-167.28,-1.5,-1.43,-165.38,102.27,84.3,18.66,3.16,21.09
224.14,-165.07,-1.64,-1.11,-163.39,89.97,84.18,3.95,0.82,8.33
224.21,-173.65,-1.32,-1.28,-172.38,77.6,84.09,-11.39,2.12,-4.81
224.29,-171.33,-1.72,-1.39,-170.66,64.85,83.96,-23.57,1.2,-18.22
224.36,-172.89,-2.01,-1.04,-172.7,51.8,83.81,-37.57,2.72,-32.0
224.44,-169.94,-1.68,-1.6,-170.27,38.97,83.68,-54.56,4.12,-45.99
224.51,-181.02,-1.09,-1.36,-182.13,25.3,83.6,-64.39,5.41,-60.29
224.59,-183.34,-1.85,-1.44,-184.83,11.45,83.46,-79.03,10.49,-74.8
224.66,-180.84,-0.51,-1.22,-182.73,-2.4,83.42,-94.03,21.35,-89.42
224.74,-191.03,-3.04,-1.78,-193.34,-17.03,83.19,-101.09,7.24,-103.86
224.82,-165.74,-1.93,-0.84,-167.8,-30.08,83.04,-120.37,2.11,-117.46
224.9,-168.51,-1.85,-0.82,-170.84,-43.35,82.89,-133.04,2.08,-131.16
224.98,-171.54,-1.85,-0.4,-174.04,-56.86,82.74,-146.81,2.19,-145.1
225.06,-168.9,-2.52,-1.03,-171.56,-70.16,82.55,-161.23,0.85,-158.92
225.14,-171.37,-1.95,-0.29,-174.25,-83.65,82.39,-172.37,1.33,-172.61
225.21,-177.14,-1.75,-1.53,-179.99,-97.61,82.25,174.59,1.84,173.37
225.29,-177.13,-1.92,-0.76,-179.87,-111.19,82.11,162.48,1.7,159.93
225.37,-181.82,-2.74,-0.17,-184.33,-125.33,81.89,153.42,1.67,146.53
225.45,-180.73,-1.23,-1.16,-182.59,-139.38,81.8,138.32,3.43,133.05
225.52,-182.85,-2.95,-0.69,-184.21,-153.59,81.57,126.1,3.37,119.62
225.6,-185.4,-2.56,-0.98,-186.15,-168.0,81.37,108.25,5.2,105.52
225.68,-176.89,-2.89,-0.79,-177.39,178.25,81.14,94.91,10.53,92.12
225.76,-193.34,-0.15,-1.18,-193.57,163.63,81.13,81.35,10.54,77.95
225.83,-162.37,-1.63,-1.03,-162.28,151.36,81.01,66.4,2.42,65.76
225.91,-169.95,-1.03,-0.76,-169.8,138.69,80.93,52.87,2.62,53.08
225.98,-173.2,-1.47,-1.1,-173.07,125.79,80.82,38.93,3.0,40.04
226.05,-172.65,-1.25,-0.8,-172.62,112.93,80.73,24.89,1.19,26.91
226.13,-177.14,-1.46,-0.94,-177.3,99.74,80.62,9.23,2.01,13.18
226.2,-173.21,-1.58,-0.21,-173.73,87.21,80.51,-5.83,2.22,-0.14
226.27,-182.51,-1.88,-1.2,-183.56,73.82,80.37,-19.25,2.02,-14.26
226.35,-183.26,-1.95,-1.37,-184.76,59.99,80.22,-32.92,2.3,-28.76
226.43,-179.49,-1.28,-2.1,-181.37,46.43,80.13,-49.9,2.71,-43.33
226.5,-192.12,-2.83,-1.31,-194.61,31.92,79.91,-57.09,3.4,-57.92
226.58,-169.95,-1.37,-1.6,-172.36,19.09,79.81,-73.0,6.54,-71.18
226.65,-169.49,-1.82,-0.88,-172.07,6.29,79.67,-88.97,41.73,-84.74
226.73,-176.33,-3.28,-0.81,-179.3,-7.02,79.42,-102.49,10.33,-98.77
226.81,-174.4,-1.48,-1.21,-177.71,-20.57,79.31,-114.11,5.06,-112.75
226.88,-178.97,-1.82,-0.61,-182.41,-34.67,79.16,-130.19,2.91,-127.48
226.96,-179.45,-2.86,-1.12,-183.14,-48.8,78.94,-144.54,1.81,-142.22
227.04,-180.25,-2.82,-1.92,-184.16,-63.0,78.72,-156.53,2.38,-156.7
227.12,-184.43,-1.91,0.47,-188.32,-77.52,78.57,-170.54,1.74,-171.41
227.2,-178.07,-1.53,0.85,-181.88,-91.36,78.45,174.1,2.04,174.41
227.27,-189.31,-2.24,0.85,-193.15,-105.68,78.28,162.97,1.77,160.18
227.35,-178.16,-3.28,1.33,-181.74,-119.34,78.03,151.91,0.5,146.92
227.43,-169.79,-3.07,0.51,-172.9,-132.37,77.79,137.65,2.13,134.13
227.5,-182.26,-3.71,0.34,-185.04,-146.34,77.51,126.79,2.58,120.76
227.58,-168.72,-2.01,-0.5,-170.94,-159.28,77.35,111.13,4.35,108.06
227.66,-168.41,-2.0,-0.96,-170.34,-172.37,77.2,98.68,8.56,95.28
227.73,-177.82,-1.92,-1.07,-179.44,174.19,77.05,84.05,11.49,82.0
227.81,-176.18,-1.19,-0.94,-177.6,160.87,76.96,73.71,2.5,69.18
227.89,-182.84,-3.33,-1.98,-183.84,147.25,76.71,61.76,1.52,56.23
227.96,-181.62,-2.23,-1.66,-182.1,133.72,76.55,46.5,2.47,43.11
228.03,-186.36,-2.76,-2.51,-186.53,119.83,76.34,31.15,1.09,29.44
228.11,-190.28,-2.11,-1.96,-190.3,105.65,76.19,19.6,2.07,15.78
228.18,-178.6,-2.23,-2.21,-178.26,92.35,76.02,3.88,2.0,2.66
228.25,-174.52,-2.09,-1.61,-174.07,79.92,75.87,-8.8,1.44,-9.63
228.33,-167.48,-1.56,-1.4,-166.95,67.63,75.76,-24.89,2.41,-22.23
228.4,-173.18,-1.89,-1.11,-172.89,54.56,75.61,-39.94,2.26,-35.82
228.48,-181.08,-2.18,-0.98,-181.18,40.89,75.45,-55.63,6.25,-50.22
228.55,-176.03,-3.1,-0.66,-176.62,27.6,75.21,-64.64,4.35,-63.68
228.63,-179.93,-2.24,-1.14,-180.61,14.01,75.05,-81.44,14.62,-77.8
228.71,-174.54,-2.73,-1.21,-175.55,0.64,74.84,-92.36,33.38,-91.38
228.78,-188.66,-5.18,-1.25,-189.76,-13.61,74.44,-110.75,4.26,-106.3
228.86,-176.57,-1.05,-0.4,-178.09,-27.52,74.36,-123.93,4.82,-120.75
228.94,-164.86,-1.88,-0.99,-166.67,-40.5,74.21,-134.43,2.43,-133.94
229.02,-187.18,-1.57,0.54,-189.03,-55.24,74.09,-146.68,0.71,-148.57
229.1,-164.67,-1.44,-0.21,-166.35,-68.03,73.98,-161.33,1.96,-161.47
229.18,-168.4,-1.59,-1.44,-170.07,-81.29,73.85,-173.13,1.78,-174.66
229.25,-174.37,-1.95,-1.28,-175.89,-95.03,73.7,171.98,1.49,171.55
229.33,-173.04,-1.75,-1.56,-174.52,-108.29,73.57,160.49,1.85,158.44
229.41,-178.2,-0.67,-2.73,-179.48,-122.15,73.51,145.59,1.58,144.62
229.49,-180.37,-1.66,-1.32,-181.56,-136.17,73.38,130.93,2.02,130.56
229.56,-179.2,-0.34,-1.7,-180.36,-150.1,73.36,120.44,3.07,117.0
229.64,-181.95,-2.05,-1.16,-182.79,-164.24,73.2,107.8,3.7,103.4
229.72,-174.58,-1.4,-1.1,-175.0,-177.82,73.09,95.14,18.26,90.43
229.8,-189.13,-2.21,-1.15,-189.11,167.69,72.92,76.91,3.39,76.05
229.87,-181.16,-2.78,-1.79,-181.06,154.19,72.71,63.57,3.6,62.68
229.95,-166.15,-2.03,-1.53,-165.97,141.81,72.56,49.9,3.11,50.27
230.02,-172.88,-2.05,-1.66,-172.73,128.93,72.41,36.29,1.22,37.27
230.09,-169.34,-2.06,-1.55,-169.28,116.32,72.26,21.4,0.54,24.27
230.17,-174.6,-1.89,-2.17,-174.8,103.31,72.12,6.76,1.45,10.72
230.24,-180.71,-1.82,-1.95,-181.28,90.04,71.98,-9.1,1.41,-3.35
230.32,-179.95,-1.92,-1.61,-181.05,76.84,71.84,-20.62,1.61,-17.1
230.39,-183.89,-2.1,-1.36,-185.32,62.95,71.68,-36.46,2.26,-31.72
230.47,-177.3,-3.19,-0.22,-179.16,49.57,71.44,-51.37,2.28,-45.97
230.54,-188.92,-3.66,-0.31,-191.28,35.3,71.17,-58.34,3.41,-60.17
230.62,-177.95,-1.53,-1.49,-180.14,21.86,71.05,-74.84,7.0,-73.9
230.69,-183.79,-1.37,-1.72,-186.07,7.98,70.95,-87.42,33.2,-87.89
230.77,-173.24,-2.05,-1.36,-175.47,-5.1,70.79,-103.13,11.38,-101.37
230.85,-170.34,-2.14,-1.04,-172.73,-18.52,70.62,-116.52,3.56,-115.16
230.93,-175.05,-1.7,-0.74,-177.57,-32.3,70.49,-129.26,2.93,-129.15
231.01,-176.87,-1.61,-0.18,-179.4,-46.23,70.36,-142.48,3.17,-143.18
231.08,-176.76,-1.44,-0.35,-179.22,-60.14,70.25,-158.37,1.8,-157.42
231.16,-180.98,-1.7,-1.0,-183.54,-74.4,70.12,-166.13,1.26,-171.19
231.24,-180.98,-1.59,-0.63,-183.05,-88.65,69.99,-177.47,2.93,-184.63
231.32,-182.57,-1.56,-2.17,-183.98,-103.03,69.87,166.39,2.25,161.54
231.4,-187.74,-0.45,-4.02,-188.69,-117.63,69.83,150.94,1.99,147.36
231.48,-175.09,-1.18,-1.62,-175.7,-131.24,69.74,139.71,1.33,134.42
231.55,-189.82,1.08,-2.97,-189.93,-145.99,69.82,124.28,2.7,120.21
231.63,-177.66,-1.74,-1.07,-177.39,-159.62,69.69,114.24,6.52,107.52
231.71,-182.99,-3.18,-0.62,-182.09,-173.85,69.44,98.86,5.8,94.02
231.78,-175.34,-2.63,-0.95,-173.97,172.9,69.25,85.44,12.97,81.42
231.86,-169.04,-1.79,-1.13,-167.3,160.13,69.11,70.81,2.4,69.02
231.93,-175.45,-1.94,-1.39,-173.55,147.06,68.97,53.53,2.28,55.78
232.01,-181.31,-0.97,-0.8,-179.61,133.55,68.89,41.11,2.09,42.25
232.08,-180.74,-0.98,-0.71,-179.15,120.08,68.82,26.08,2.29,28.57
232.16,-185.79,-1.95,-1.82,-184.44,106.24,68.68,9.85,1.28,14.25
232.23,-181.23,-1.44,-1.36,-180.28,92.94,68.57,-4.99,1.52,0.31
232.3,-190.61,-1.85,-1.53,-190.15,79.16,68.44,-14.96,1.89,-13.61
232.38,-177.29,-1.53,-2.09,-176.95,65.77,68.32,-29.54,1.71,-27.28
232.45,-187.82,-2.16,-1.73,-187.68,51.59,68.16,-38.86,2.3,-41.15
232.53,-172.1,-2.09,-1.06,-171.75,38.59,68.0,-59.55,4.98,-54.75
232.61,-169.05,-1.56,-1.27,-169.15,25.83,67.88,-70.39,6.95,-67.86
232.68,-173.24,-1.92,-1.02,-173.57,12.75,67.74,-83.51,15.61,-81.26
232.76,-171.57,-0.81,-1.11,-172.11,-0.4,67.68,-97.78,17.63,-94.84
232.83,-181.37,-2.36,-1.29,-182.18,-14.29,67.49,-110.26,6.99,-108.97
232.91,-186.44,-2.89,-0.47,-187.36,-28.97,67.27,-126.55,2.77,-124.06
232.99,-172.17,-2.7,-1.46,-173.33,-42.53,67.05,-134.78,2.66,-137.36
233.07,-187.95,-2.44,-0.33,-188.87,-57.33,66.86,-155.99,1.89,-152.68
233.15,-185.21,-1.54,-0.4,-186.44,-71.91,66.74,-165.6,2.19,-167.15
233.23,-182.96,-1.13,-0.35,-184.05,-86.32,66.65,-174.85,1.82,-180.83
233.31,-191.39,-1.66,-0.31,-191.91,-101.39,66.52,168.15,2.23,164.55
233.39,-166.47,-2.0,-0.58,-166.66,-114.34,66.37,157.22,1.73,152.26
233.46,-172.23,-1.54,-1.11,-171.94,-127.72,66.25,148.6,1.68,140.06
233.54,-174.18,-1.6,-1.14,-173.09,-141.27,66.12,131.55,2.37,127.2
233.62,-170.84,-2.08,-0.99,-169.34,-154.55,65.96,119.45,3.09,114.68
233.7,-172.64,-2.55,-0.82,-170.69,-167.97,65.76,103.81,6.54,101.7
233.77,-182.5,-2.57,-0.72,-180.36,177.85,65.56,92.12,32.75,88.21
233.85,-181.85,-1.36,-1.4,-179.33,164.1,65.46,74.65,6.52,74.65
233.92,-188.82,1.68,-0.1,-186.3,150.02,65.58,59.56,3.44,60.62
234.0,-172.12,-2.15,-0.99,-169.71,137.38,65.43,50.3,0.33,48.41
234.07,-192.46,-0.39,0.33,-189.87,123.04,65.4,34.23,2.34,34.26
234.15,-165.27,-1.91,-1.18,-162.69,110.91,65.26,19.59,1.5,22.0
234.22,-167.92,-1.59,-0.64,-165.56,98.4,65.14,3.67,1.78,8.96
234.29,-173.51,-1.95,-0.53,-171.63,86.04,65.0,-6.62,1.48,-3.66
234.36,-172.65,-2.08,-0.94,-171.04,73.38,64.85,-21.98,1.33,-16.87
234.44,-173.63,-2.24,-1.13,-172.49,60.27,64.68,-36.84,1.47,-30.71
234.52,-170.52,-2.31,-1.08,-169.94,47.39,64.5,-53.46,2.85,-44.7
234.59,-182.4,-0.89,-2.08,-182.63,33.62,64.44,-64.43,3.61,-59.18
234.67,-183.73,-1.82,-1.38,-184.43,19.74,64.3,-79.77,13.74,-73.89
234.74,-182.12,-0.67,-1.37,-183.37,5.79,64.25,-95.33,24.01,-88.8
234.82,-192.52,-2.33,-1.69,-194.37,-8.75,64.07,-104.17,8.18,-103.56
234.9,-164.56,-1.7,-0.66,-166.47,-21.53,63.94,-118.88,4.04,-116.77
234.98,-169.98,-2.15,-0.83,-172.09,-34.92,63.77,-132.72,2.16,-130.61
235.05,-171.14,-2.14,-0.65,-173.44,-48.39,63.6,-147.27,2.29,-144.62
235.13,-170.84,-2.32,-1.78,-173.39,-61.84,63.42,-158.43,1.98,-158.29
235.21,-174.97,-1.83,-0.37,-177.53,-75.63,63.28,-173.77,1.6,-172.45
235.29,-179.56,-1.85,0.4,-182.25,-89.77,63.13,172.16,1.53,173.07
235.37,-179.6,-2.16,0.19,-182.36,-103.35,62.97,161.21,1.19,159.51
235.44,-184.31,-3.08,1.77,-186.91,-117.49,62.73,144.4,1.41,145.08
235.52,-180.86,-3.14,0.63,-183.53,-131.36,62.49,135.74,1.61,131.57
235.6,-186.11,-3.88,0.44,-188.4,-145.63,62.19,120.93,3.11,117.57
235.67,-188.69,-0.39,-1.62,-190.66,-160.11,62.16,107.4,4.71,103.48
235.75,-180.58,-1.79,-1.1,-182.18,-174.15,62.02,92.27,27.57,89.67
235.83,-196.27,-2.11,-1.1,-197.63,170.81,61.86,85.07,20.37,75.78
235.9,-163.66,-1.44,-0.89,-164.15,158.43,61.75,68.1,2.49,63.93
235.98,-171.37,-1.6,-0.93,-171.47,145.67,61.63,56.2,2.51,51.75
236.05,-174.96,-1.81,-0.99,-174.65,132.63,61.5,41.58,1.86,39.08
236.13,-175.54,-2.21,-1.48,-174.99,119.56,61.33,28.12,1.38,26.29
236.2,-182.25,-2.09,-0.74,-181.53,105.97,61.18,15.41,1.61,13.07
236.28,-181.06,-2.27,-1.92,-180.13,92.48,61.01,-0.65,1.81,-0.38
236.35,-185.02,-2.17,-1.29,-184.11,78.92,60.85,-15.22,1.5,-14.04
236.43,-184.92,-2.38,-0.6,-184.12,64.95,60.67,-32.98,1.08,-28.54
236.5,-182.13,-2.79,-0.93,-181.74,51.2,60.46,-50.16,4.07,-43.19
236.58,-185.27,-1.3,-1.8,-185.52,37.21,60.36,-57.14,2.33,-57.19
236.65,-168.7,-0.88,-1.6,-168.95,24.47,60.3,-75.53,9.6,-70.6
236.73,-170.9,-1.64,-0.93,-171.6,11.56,60.17,-88.71,38.66,-84.17
236.8,-174.25,-2.82,-1.35,-175.37,-1.79,59.96,-100.47,14.09,-97.94
236.88,-174.94,-1.59,-1.08,-176.29,-15.38,59.83,-113.94,4.04,-111.91
236.96,-178.97,-2.02,-0.88,-180.51,-29.47,59.67,-128.93,3.28,-126.45
237.04,-179.02,-3.28,-1.96,-180.8,-43.57,59.41,-140.96,2.41,-140.72
237.12,-181.44,-2.81,-2.52,-183.23,-57.86,59.19,-152.93,2.09,-154.89
237.2,-185.65,-2.06,-0.85,-187.26,-72.48,59.03,-172.06,2.45,-169.93
237.28,-176.94,-2.23,0.21,-178.75,-86.41,58.85,172.81,1.46,175.62
237.35,-190.11,-2.38,-0.11,-192.19,-100.79,58.67,162.46,0.75,161.25
237.43,-171.51,-2.36,0.31,-173.47,-114.13,58.49,148.26,1.59,147.82
237.51,-174.35,-3.0,0.2,-176.27,-127.5,58.26,136.87,1.42,134.61
237.58,-174.69,-2.04,-0.59,-176.4,-140.9,58.11,126.9,2.15,121.77
237.66,-173.68,-1.95,-0.79,-174.91,-154.4,57.95,113.57,2.53,108.82
237.74,-179.06,-3.15,-0.71,-179.84,-168.32,57.71,99.71,10.79,95.42
237.82,-173.9,-1.96,-0.78,-174.28,178.35,57.56,87.12,15.96,82.67
